Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
bathtub	empty,clean,closed,locked,open	empty,heated,long,small,cold,large	finished,full,complete,clean,wet,empty	clean,full,empty	empty,clean,flooded,closed	heated,accessible,empty,sealed,closed,enclosed	used,available,water	open,enclosed,closed,covered	full,empty,covered,deep	enclosed,heated,large,deep,long	furnished,electrified,joyah,adjustable	empty,a,my	covered,empty,big,hot	leaking,cleaned
baton	fixed,used	suspended,used	shown,pictured,used,broken	broken	dead,mine,theirs,ours,missing,yours,broken,hers	fixed,displayed,worn	present,ceremonial	worn	worn	attached,used,held,long	electrified,joyah,mastered,outstretched,barbed	fired,electrified,used	flowing,lifted,dropped,gone,blown,broken	exchanged,tossed,thrown,flipped,handed,switched,passing,passed
baton	fixed,used	suspended,used	shown,pictured,used,broken	broken	dead,mine,theirs,ours,missing,yours,broken,hers	fixed,displayed,worn	present,ceremonial	worn	worn	attached,used,held,long	electrified,joyah,mastered,outstretched,barbed	fired,electrified,used	flowing,lifted,dropped,gone,blown,broken	exchanged,tossed,thrown,flipped,handed,switched,passing,passed
baton	fixed,used	suspended,used	shown,pictured,used,broken	broken	dead,mine,theirs,ours,missing,yours,broken,hers	fixed,displayed,worn	present,ceremonial	worn	worn	attached,used,held,long	electrified,joyah,mastered,outstretched,barbed	fired,electrified,used	flowing,lifted,dropped,gone,blown,broken	exchanged,tossed,thrown,flipped,handed,switched,passing,passed
baton	fixed,used	suspended,used	shown,pictured,used,broken	broken	dead,mine,theirs,ours,missing,yours,broken,hers	fixed,displayed,worn	present,ceremonial	worn	worn	attached,used,held,long	electrified,joyah,mastered,outstretched,barbed	fired,electrified,used	flowing,lifted,dropped,gone,blown,broken	exchanged,tossed,thrown,flipped,handed,switched,passing,passed
batter	out,ejected	out,batting			loaded,perfect	clear		hit	named,killed	named,known	lucivar,joyah,evalle	fired,afraid,a	hot	batting,injured,bowled,disqualified
battery	available,charged	empty,loaded,powered,charged	dead,drained,full,charged,empty,removable,depleted	dead,charging,replaced,removable,charged	removable,charging,charged,depleted	portable,electrified,charged,operational,available	operational,fixed	electrified,electric	used,depleted,removable,dead,full,empty,charged	reversible,used,discharged,drained,depleted,replaced,removable,charged	electrified,battery,rated,adjustable,charged,plugged	available,lithium,disposable	dead,dying,discharged,charged	adjustable,activated,charged
bazooka	endangered	amphibious,extinct	here,dead	here,new,loaded	dead,yours,welcome	threatened,poisonous,eaten,endangered,edible,available	present,included,listed	motorized,used,available,electric	endangered,eaten,edible,named,poisonous,known	portable,used	joyah,a,twinned,evalle	a,playable,flying	dead,deadly,done	cocked,towed,useless
beachball	available,used,popular,illegal,played		pictured,used,broken	moving,perfect,round,broken	dead,yours,welcome,ready	illegal,compulsory,contested,prohibited	used,held,played	used	competitive,named,used,included,known	spherical,used,played	easy,joyah,a,twinned,evalle	funny,gone,a,gonna	good,hard,done	adjustable,playable
bead		empty,circular,small	visible,transparent,missing,broken	round,broken,gold,transparent	broken,visible	empty,broken		transparent,black,closed	long,transparent		encrypted,engraved		small	translucent,engraved,pierced
beaker			silent,missing,broken	broken,full,clear,open,empty	silent,dead,silenced,yours,listening	hollow,empty,dead	large,long,hooked	used,edible	waterproof,removable,worn	edible,used	adjustable,joyah,furnished,stainless	a	dirty,hot,empty,full,clean,large,covered,sealed,filled	
bean	ripe,edible,eaten,poisonous	edible,eaten,bitter,black,green,white,yellow	cooked,eaten,green	cooked,black,green,red,edible	cooked,dead,mine,ripe	eaten,poisonous,edible,ripe	edible,eaten,poisonous,cultivated	edible,black,green,white,sweet	eaten,poisonous,edible,named,radioactive,known	poisonous,edible,red,green,black	joyah,allergic,edible,evalle	born,edible,grown	covered,big,eaten,edible	boiled,cooked,spicy,edible,ripe,eaten
beanbag	empty,used,broken	plastic,portable,simple,used	broken,loaded		dead,yours,mine,ours	easy,empty,available,sweet,eaten,poisonous,edible	sold,edible,named,available	used	broken,used,included,removable	adjustable,removable,portable,waterproof,heated,reusable,padded	adjustable	that,gone,a,cute,my,your	there,funny,dead	adjustable
beanie	black	green,black	dead	optional,reversible,black	dead,yours,mine,welcome	yours,empty,gone,available,sweet,eaten,edible	edible,named,eaten,poisonous	worn	dead,named	reversible,white,removable,black	joyah,edible,cute,evalle	gone,a,cute,gonna,my	cute,dead,funny,pretty	cute,adorable
bear	endangered,dead,killed	large,extinct,human	named,dead	hungry,injured,dead,angry	dead,endangered	dead,hungry,poisonous,gone,evil,endangered	named	white,black	named	endangered,large,extinct	lucivar,happy,joyah,jaenelle,evalle,alive	gone,a,afraid,haunted,alive	here,dead,afraid,gone,alive	gonna,scared,gone,happy
beard	long,white	long,red,black,short,white,thick	shaved,gone,full,visible,long	black,brown,long,gray,white,grey,red	shaved,gone	crooked,long,gone	black,white,long	white,black	white,long	shaved,white,brown,short,black,long	thicker,shaved,hairy,cute	shaved,hairy,bald	scary,big,gone	cute,funny,creepy,gone
beaver	endangered,blind	endangered,extinct,white,large	happy,dead	here,dead	free,dead,yours,mine	shy,blind,mute,threatened,endangered	territorial,threatened,named,migratory	present,endangered,migratory	endangered,named,known	endangered,known,extinct	lucivar,joyah,evalle	going,gone,a,afraid,gonna,alive	here,dead,crazy,gone,alive,missing	thirsty,extinct,gonna
bed	empty,furnished,comfortable,made	empty,warm,made,ready,cold,comfortable	clean,comfortable,mine,made,empty	flat,broken,made,comfortable,uncomfortable	empty,sleeping,hers	clean,flat,broken,empty	covered,bare,open	covered	made,adjustable,flat,raised	reversible,made,adjustable,removable,covered,heated,high	furnished,sturdy,adjustable,covered	my,perfect,gone,a,covered	pretty,covered,comfortable,taken,flat	spacious,easy,uncomfortable,comfortable
bedpan	raised,clean	empty,used,water	removable,clean,broken	flat,covered,broken,removable	covered,closed,empty,removable,broken	hollow,flat	named	closed,open		adjustable,used,removable	adjustable	broken,hot,edible,adjustable,covered	packed,covered	adjustable,supplied,included,covered,disposable
bedpost	removed,broken	wooden,straight	intact,missing,broken	broken	empty,yours,mine,closed	fixed,present			vertical,horizontal	fixed,tall,removable,raised,long,high	furnished,electrified,covered	my,gone,a,covered,your		cocked,adjustable
bee	free		hungry,happy,dead	here,dead	dead,safe,dying	silent,dead,free	edible,named,poisonous	nocturnal	endangered,poisonous,eaten	edible,honey	allergic,happy,joyah,evalle,barbed	gone,allergic,a,happy,alive	sick,dead,alive	hungry,poisonous,alive
beehive		simple,large,small	finished,dead,complete,done,over	here,dead,ready,complete	dead,yours,ready,ours	edible	named,poisonous	closed,open	edible,named	edible,large,known	electrified,joyah,characterized,evalle,koppen		there,closed,alive,empty	buzzing,edible,alive
beer	alcoholic	alcoholic,cold,available,bitter,strong	cold,good	cold,great,cheap,good	cold,yours	available,drunk,bitter,alcoholic,beer	sold,available	bitter	alcoholic,cold,bitter	alcoholic,cold,fermented,brewed,sold,bottled,available	outstanding,joyah,good,acidic,evalle	good,hot,brewing,delicious,my,cold	good,hot	good,shitty,spicy,edible
beet	edible,poisonous	edible,cultivated,vegetable,black,green,white,sugar	cooked,yellow,white,ripe,red,green	white,green,ripe,cooked,pictured,red,edible	edible,dead,ripe	boiled,cultivated,ripe,grown,sweet,eaten,poisonous,edible	edible,named,called,poisonous	edible,green,sweet	eaten,poisonous,edible,fertile	harvested,edible,red	aromatic,joyah,characterized,edible,milky	eaten,edible,cooked	dead,pretty,edible,big	poisonous,spicy,edible,ripe,eaten
beetle	extinct,diagnostic	endangered,small,edible,poisonous	named,dead,poisonous,eaten	harmless,pictured,small	extinct,dead,endangered,edible,harmless,poisonous	poisonous,edible	poisonous	endangered,migratory	poisonous,edible,named,radioactive,known	black,long,known	evalle,characterized,endangered	flying,a,edible,alive,dead	scary,poisonous,alive,ugly,dead	poisonous,uncommon,venomous,edible,endemic,extinct
bell	struck,pierced,ringing,broken	striking,ringing,sounding,blown,broken	silent,broken,sounding,ringing	dead,silent,broken,ringing	closing,ticking,turning,breaking,ringing,sounding,broken,rolling	raised,broken,ringing	fixed,ringing,cast		broken,silent,audible	struck,ringing,illuminated	pronounced,ringing	electrified,raised,ringing,broken,dialed,standing	ringing,rang,off,bell	vibrating,ringing,deafening,rang,chimed
bell pepper	sweet,edible,used	edible,eaten,cultivated,poisonous	cooked,white,poisonous,red,edible	white,black,red,ripe,green	spicy,mine,edible	bitter,cooked,available,used,sweet,eaten,poisonous,edible	edible,poisonous	used,edible	eaten,poisonous,edible,long	edible,red	aromatic,allergic,acidic,spicy,edible	hot,edible,delicious,spicy	edible,good,nice	aromatic,juicy,spicy,edible,fragrant
belt		narrow,circular	worn,attached,removed,removable	worn,black,broken,removable	removable,worn,secure,secured	electrified,continuous	deep,long,wide	electrified,closed,open	worn,adjustable,removable	reversible,adjustable,worn,wide,removable	worn,electrified,padded,adjustable,inserted	fastened,worn,electrified,adjustable,covered	padded,adjustable,worn,tight	padded,adjustable
belt buckle	worn,fitted,removed	circular,elastic,worn,optional,used	worn,missing,visible,removable	visible	included,adjustable,reversible,removable,decorative,optional	optional,worn,fastened,fitted	used,worn	worn,adjustable	worn	adjustable,worn	inserted,included,adjustable	broken,unlocked,adjustable,optional,worn,included	padded,adjustable,worn,clipped,broken	adjustable
bench	covered	empty	packed,full,cleared,ready,bare,empty	covered,full,empty	divided,full,empty,vacant,numbered,ready	closed,accessible,empty,paved	included,used,covered	open,covered	vacant,full,empty,cleared,marked	used,numbered,filled,full,empty,long	joyah,evalle,rated	occupied,unlocked,lacking,covered	covered,flat	padded,adjustable,loaded,stacked,weighted,lowered
berry	ripe,edible,bitter,red	edible,red,green,white	yellow,white,ripe,red,pink	edible,black,green,red,ripe	yours,edible,ours,mine	cultivated,ripe,grown,sweet,eaten,poisonous,edible	edible,poisonous	edible,purple,black,green,white,red	edible,named,known	green,edible,red	edible,milky,acidic	grown,ripe,edible	green,poisonous,edible,ripe	poisonous,spicy,venomous,edible,medicinal
bib		red,black,green,white,yellow	shown,pictured	adjustable	empty,yours,broken	written,correct,complete,available		closed	removable,worn	adjustable,worn,white,removable	shown,uploaded	numbered,covered	numbered	folded,adjustable,embroidered
bike	unique	yours,mine	mine,damaged,broken,loaded	finished,stolen,new,complete	waterproof,yours,mine,safe	electrified,stationary,accessible,available	free,used,complete	motorized,used		pictured,sold,used	easy,electrified,joyah,done,evalle	going,gone,a,gonna,my	pretty,big	adjustable
bikini	available,optional,used	white,red,optional,transparent,black	shown,removable,red,transparent	white,black,red	pictured,removable	worn,optional,available	free	black,transparent,white	removable,worn,transparent	reversible,adjustable,red,white,short,long	shaved,evalle,joyah	sexy,wearing,perfect,gone,a,cute,my	covered,pretty,hot	cute,sexy
bin	empty,closed,locked,open,full,sealed	empty,big,open,large	clean,full,empty	empty,complete,full,open	overflowing,closed,empty,yours,broken	closed,broken,infinite,open,empty,available,satisfied	named,free,empty	sealed,empty,closed,open	full,empty,used	open,complete,empty,available,sorted	plugged,encrypted,solved	open,a	empty,packed,closed,loaded,covered,sealed	emptied,leaking,empty,full,loaded
binder	available,secure,used,sealed	empty,written,binding,bound,used,blank	used,broken,empty	closed,open,empty	dry,empty,broken,ready	available,fixed,used	free,used	free,used	used	reversible,used,reusable,removable,closed	encrypted,labeled,downloadable,scanned,included	encrypted,printed,labeled,covered	available,numbered,included,printed	glued
binoculars	functional,fixed,used	useful,used	included,used,broken	pictured,broken	waterproof	fixed,accurate,visible	used,available,free,visible	available,used	waterproof,used,included	sold,adjustable,used,available	encrypted,joyah,twinned,evalle	available,handy	pretty,clear	handy,adjustable
bird	endangered,common	green,white,blue,black,yellow	saying,named,dead,white,male	dead	dead	endangered,extinct,flying,hungry	mute,vulnerable,migratory	common,uncommon,rare,migratory	endangered,named,extinct,known	endangered,edible,named,extinct	evalle,endangered	asleep,gone,alive	dead,alive	cute,extinct,flying,edible
birdbath	threatened,common,unusual,used		finished,clean,full,complete,empty	broken,complete,empty	over,finished,complete	easy,pleasant	migratory	present,closed,open	open,enclosed,used	heated,dry,deep	characterised,characterized	about,gone,a,here	there,closed,covered,empty	cleaned,empty
birdcage	complete	large	shown,open,complete,empty	open,broken,complete,closed,empty	endangered,dead,visible	unique,available,visible	named,migratory		shown,transparent	open,empty,removable,closed	conserved,characterized	gone	packed,covered,closed,sealed	adjustable,stainless,enclosed
birdhouse	closed,preserved	listed,open,free	finished,completed,complete,visible,empty	finished,complete,empty	haunted,closed,empty,complete	haunted,closed,listed,accessible,empty,open	named,maintained,open	listed,closed,open	listed,open,named	built,tall,long	furnished,excavated,housed,uninhabited,twinned	at,gone,a,here,haunted	there,empty,here,packed,closed	decorated,finished
birthday cake	shown,eaten,baked,used	baked	pictured	delivered,complete,ready,baked	ready,yours	baked,cake,eaten	available,included,used,present,made		pictured,edible	eaten,edible,provided,made,prepared,served,decorated,baked	delicious,happy,edible	baked,gone,my,baking	pretty,gone	baked,edible
