Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
bank	active,registered,bankrupt,listed,independent,closed,open	accredited,incorporated,registered,chartered	closed,saying,bankrupt	broke,broken,bankrupt,dead	fined,investigating	operational,active,profitable,bankrupt	operational,listed,independent,defunct,active	profitable,owned,closed,licensed,listed	closed,known,named,profitable	open,operational,operated	concerned,interested,joyah,happy,bankrupt	gone,concerned,interested,bankrupt,there,private	closed,bankrupt,listed,known	regulated,bankrupt,listed,liable,chartered,defunct,profitable
banner		red,white,black,blue,yellow	displayed,complete,up	mine,yours	welcome,mine,copyrighted	clear,displayed,broken	flown,inscribed				archived,reprinted,reproduced,twinned	printed,a,my,posted	framed	downloadable,uploaded
barbed wire	broken,replaced,electrified,used,removed	heavy,invisible,electrified,used,thick	effective,broken,visible	there,everywhere,visible,pictured,red	attached,secured,broken,intact,visible,secure,suspended	electrified,used,flexible,elastic	broken,removed,fixed,visible,barbed	permanent,installed,barbed,used,electrified	broken,strong,used	long,removable,installed,high,used,removed	electrified,sharpened,severed,reinforced,barbed	electrified,covered,broken,visible,exposed,reinforced,barbed	closed,covered,there,tight	barbed,electrified,scary
barbell	missing,used,broken,ringing	used,musical,brass	loaded,broken,silent,used	heavy,small,weighted,loaded,there,hollow,adjustable,empty	dead,broken,ringing,raised,shaking,swinging	ringing,named,broken	used,named,played	used	broken,adjustable,used	hollow,used,adjustable,weighted	rated,reproduced,adjustable	gone,painted,broken,engraved,numbered	broken,heavy,loud,there,big	stainless,weighed,weighted,adjustable,towed
barcode	unique,used,valid	unique,valid	displayed,shown,used	visible,readable,displayed,shown	displayed,valid	available,used,valid	used	written,used,available	displayed,shown,used	scanned,known,readable,unique,visible,displayed,used,required	spelled,unicode	encoded,defined,given		encoded,printed,encrypted,scanned
bark	hairy,rough,brown,thick,white,dry,smooth	reddish,thick,red,white,black,smooth	soft,thick,smooth,edible,white,black	green,brown,dry,smooth	soft,gone,dead,barking,hollow	thick,smooth,rough	edible,smooth,white,brown,deciduous	smooth,white,grey,green,brown	thick,long,white,soft,smooth,edible	thick,green,rough,thin,brown,smooth,white,hairy	deciduous	dense,thick,soft	thicker,edible,hairy,woody,strong,covered,thick	edible,fragrant,aromatic,thick
barnacle		long,edible	real,here,alive,dead	edible,small,alive,growing,dead	dead,broken,mine,yours,gone,ours,haunted	dead,broken,empty,true,poisonous	used,empty,preserved,present	white,large,black,transparent	known,named	red,sterile,edible,long,hairy	characterized,barbed,twinned	covered	dead,alive,there,here	edible,navigable
barrel	long,closed,empty,fixed	vertical,curved,hollow,short,long,round,empty,straight	clean,missing,clear,full,empty,open	clear,heavy,full,loaded,hollow,black,broken,empty,dry	empty,locked,full,closed,sealed,loaded,capped,dry	hollow,cylindrical,straight,flat,empty	cylindrical,round,long	straight,long,curved	hollow,empty,large,long	empty,open,long,removable	electrified,rated,pierced,plugged,adjustable	pierced,covered,sealed,tapered,unlocked,adjustable	small,full,flat,covered,big	curved,rounded,tapered,stainless,sharpened,adjustable,polished
barrette		long,gold,flat,ornamental,decorative	clear,complete,perfect	reversible,visible,adjustable,optional,removable	vegan,edible,reversible	hollow,smooth,broken	named,listed	used,painted	long,edible,used	wide,worn,reversible,adjustable,long	barbed,adjustable	visible,worn	cute,worn,covered,pretty	engraved,adjustable
baseball	used,played	played,popular	missing,broken,shown,used	there,here,gone,broken,perfect,dead	loaded,theirs,dead,broken,ours,yours	played,baseball,illegal,competitive,fair,playing	organized,played,included,listed	used	broken,known,used	black,spherical,used,red,round,white	playing,true,joyah,evalle,good,baseball,alive	gone,playing,a,true,good,funny	dead,good,done,playing	gone,playable
baseball bat	unique,broken	traditional,used,round	used,broken,pictured,shown	black,broken,pictured,used	removable,broken,mine,yours	available,used,bent,broken,portable	used,listed	unique,used,available	broken,removable,used	curved,used,long	rated,patented,joyah,nicknamed,playable	flying,funny,a,invented,used	small,gone,big	magnetic,playable,adjustable,handy,cocked
baseball glove	unique,used	unique,used,worn,elastic,plastic	missing,broken,shown,pictured,used,worn	white,black,broken,red	removable,broken,mine,yours	broken,used,worn	worn,listed	used,worn	worn,used,removable	used,removable,white,long	rated,patented,padded,clinched,adjustable	a,invented,worn,used	missing,safe,tight,worn,covered,there,big	magnetic,adjustable,disposable
basil	eaten,poisonous,edible	perennial,green,cultivated,white,edible,poisonous	edible,fresh,green,present	fresh,here,green,optional	edible,poisonous	eaten,consecrated,dead,edible,threatened,poisonous	edible,named,used,poisonous		poisonous,edible,preserved,present	poisonous,sterile,aromatic,edible,cultivated	delicious,preserved,milky,spicy,good,acidic,aromatic,eaten,edible	fragrant,delicious,spicy,good,edible	edible,good,nice,thick,pretty	dried,edible,aromatic,fragrant,spicy,cooked
basket	used,broken,empty	small,round,empty,full,large,open	full,filled,complete,empty	filled,heavy,full,complete,loaded,broken,empty,open	empty,finished,full,overflowing,yours,loaded,ready,closed	empty,available,free,broken	large,used,empty	free,closed,used,open	full,empty,covered	filled,empty,used,reusable,open,heavy	joyah,covered,evalle,furnished	gone,stacked,covered,empty,packed,numbered,filled,enclosed,there,edible	numbered,empty,packed,large,sealed,closed,covered	covered,adjustable,folded
basketball	used,played	played,football,basketball,popular,good	missing,shot,broken,finished,perfect,played	moving,small,broken,perfect,dead,falling	theirs,dead,broken,ours,yours	illegal,available,played,compulsory,competitive,playing	basketball,organized,volleyball,played,listed	free,played,used	broken,played,shown,scored,used	made,spherical,used,long	done,easy,good,playable,joyah,evalle,defended	gone,funny,playing,a,good	playing,good,happening	broken,stolen,playable,gone
basketball hoop	unique,used,played,worn	cylindrical,used,basketball,circular,rectangular,spherical	broken	moving,round,broken,empty	empty,covered,dead,broken,there,closed	worn,used,available,played,broken,invented	used,open	open,covered	vertical,used	high,tall,used	rated,joyah,defended,unlocked,adjustable	huge,a,open,gone	large,huge,there,big,small,closed,covered	adjustable,playable,movable,installed
bassinet	used,replaced,available,tuned	portable,played,large	missing,broken,finished,included,complete,used	pictured,new	removable,included,broken	available,used,optional,tuned,fitted	known,named,listed	used,closed	used,named,articulated,long,included	portable,sold,played,available,used	koppen,characterized,barbed,characterised	gone,a,covered,included	empty,packed,covered,pretty	furnished,enclosed,comfortable,adjustable,included,padded,pictured,fitted
bassoon	used,played	pitched,bass,rare,musical,ancient,brass	missing,silent,playing	beautiful,pictured,unique,new	welcome,dead,smiling,singing	bowed,diminished,optional,doubled,mute	plucked,sung,played	used	named,used	related,played,extinct,used	electrified,sung	sung,composed		reproduced,cupped,playable,adjustable,movable,audible
bat		long,used,heavy,empty	missing,dead,broken	dead,here,hungry	dead,broken,mine,yours,protected,missing	dead,endangered,extinct,flying,edible,poisonous	hooked,poisonous	edible,black,nocturnal	known,named	endangered,extinct,edible	electrified,joyah,evalle,barbed,lucivar	gone,true,a,alive,flying,funny,gonna,there	dead,broken,down,gone	cute,adorable,edible,adjustable,pictured,cocked
bat		long,used,heavy,empty	missing,dead,broken	dead,here,hungry	dead,broken,mine,yours,protected,missing	dead,endangered,extinct,flying,edible,poisonous	hooked,poisonous	edible,black,nocturnal	known,named	endangered,extinct,edible	electrified,joyah,evalle,barbed,lucivar	gone,true,a,alive,flying,funny,gonna,there	dead,broken,down,gone	cute,adorable,edible,adjustable,pictured,cocked
bathmat	closed,used,available	portable	clean,used,removable	heated,removable	empty,removable,waterproof,broken,sealed,dry	available,used,electrified,symmetric	used	transparent,translucent,dry	transparent,waterproof,covered,worn,used,removable	provided,heated,removable,available,used,white	immaculate,easy,furnished,adjustable	a,my	covered,hot,there,pretty,dirty	adjustable
bathrobe	used,worn,fitted,available,optional	long,white,underwear,optional	clean,complete,worn	red,white,black,blue,wet	empty,removable,waterproof,hers,yours	essential,worn,used,available,optional,fitted	navigable,named	closed	transparent,worn,removable	black,removable,long,blue,worn,red,white	seen,joyah,evalle,characterized,barbed,twinned	a,edible	cute,tight,worn,pretty,big	cute,embroidered
bathtub	locked,closed,empty,clean,open	heated,small,long,cold,empty,large	clean,clear,finished,full,complete,empty,wet	clean,leaking,full,empty	empty,locked,flooded,closed,dry,clean	sealed,heated,enclosed,available,closed,accessible,empty	used,clean,available,water	covered,enclosed,closed,open	full,empty,deep,enclosed,covered	deep,large,enclosed,heated,long	electrified,plugged,joyah,padded,furnished,adjustable	messy,gone,a,my,empty,haunted	empty,covered,hot,big,dirty	adjustable,cleaned,leaking
baton	fixed,used	suspended,used,played	missing,broken,shown,pictured,used	moving,dropped,broken	theirs,dead,broken,mine,yours,hers,ours,missing	cocked,broken,fixed,displayed,worn	used,ceremonial,present	worn	worn,used	held,attached,worn,used,long	electrified,mastered,unlocked,joyah,barbed,outstretched	electrified,fired,worn,taken,used	dropped,lifted,dead,broken,blown,flowing,gone,flying	passed,handed,flipped,thrown,crossed,passing,switched,tossed,exchanged
baton	fixed,used	suspended,used,played	missing,broken,shown,pictured,used	moving,dropped,broken	theirs,dead,broken,mine,yours,hers,ours,missing	cocked,broken,fixed,displayed,worn	used,ceremonial,present	worn	worn,used	held,attached,worn,used,long	electrified,mastered,unlocked,joyah,barbed,outstretched	electrified,fired,worn,taken,used	dropped,lifted,dead,broken,blown,flowing,gone,flying	passed,handed,flipped,thrown,crossed,passing,switched,tossed,exchanged
baton	fixed,used	suspended,used,played	missing,broken,shown,pictured,used	moving,dropped,broken	theirs,dead,broken,mine,yours,hers,ours,missing	cocked,broken,fixed,displayed,worn	used,ceremonial,present	worn	worn,used	held,attached,worn,used,long	electrified,mastered,unlocked,joyah,barbed,outstretched	electrified,fired,worn,taken,used	dropped,lifted,dead,broken,blown,flowing,gone,flying	passed,handed,flipped,thrown,crossed,passing,switched,tossed,exchanged
baton	fixed,used	suspended,used,played	missing,broken,shown,pictured,used	moving,dropped,broken	theirs,dead,broken,mine,yours,hers,ours,missing	cocked,broken,fixed,displayed,worn	used,ceremonial,present	worn	worn,used	held,attached,worn,used,long	electrified,mastered,unlocked,joyah,barbed,outstretched	electrified,fired,worn,taken,used	dropped,lifted,dead,broken,blown,flowing,gone,flying	passed,handed,flipped,thrown,crossed,passing,switched,tossed,exchanged
batter	out,ejected	out,batting		dead	loaded,perfect	clear	loaded,listed	hit	cooked,dead,named,killed	known,batter,named	rated,joyah,evalle,lucivar	fired,disappointed,a,afraid,wrong	hot	disqualified,injured,stranded,batting,bowled
battery	available,charged	powered,charged,empty,loaded,full	depleted,current,full,removable,drained,empty,dead,charged	removable,charging,dead,replaced,charged,discharged	empty,removable,charged,depleted,charging	charged,operational,electrified,available,portable	fixed,operational	electric,active,electrified	depleted,current,dead,removable,full,empty,used,charged,replaced	drained,depleted,powered,removable,reversible,discharged,used,charged,replaced	charging,electrified,charged,plugged,battery,rated,adjustable	available,unreliable,lithium,disposable,adjustable	discharged,charged,dying,done,leaking,dead,broken	activated,adjustable,charged,installed
bazooka	endangered,used	amphibious,large,extinct	here,dead	loaded,there,new,broken,here	welcome,dead,mine,yours,ours	eaten,available,threatened,endangered,edible,poisonous	listed,included,named,present	electric,used,motorized,available	known,poisonous,endangered,named,eaten,edible	portable,unique,used,long	romanized,joyah,a,evalle,twinned	a,flying,playable	dead,done,deadly	handy,useless,towed,cocked,loaded
beachball	played,used,illegal,available,popular		used,broken,pictured,shown	moving,round,broken,perfect,dead	welcome,ready,dead,yours	illegal,contested,mandatory,played,prohibited,compulsory,competitive	played,used,held,prohibited	used,available	known,played,named,used,competitive,included	played,spherical,used	a,mastered,easy,rated,joyah,evalle,twinned	gone,funny,a,gonna	hard,done,good	playable,adjustable,disposable
bead		small,circular,empty,large,spherical	missing,attached,broken,visible,transparent,empty	gold,round,broken,transparent	visible,engraved,broken,mine	empty,hollow,clear,broken		black,closed,transparent	hollow,transparent,long	spherical,removable	encrypted,engraved,adjustable	engraved,woven,used	small,covered	adjustable,translucent,pierced,engraved
beaker			missing,silent,broken	filled,clear,full,closed,broken,empty,open	dead,silenced,mine,yours,silent,listening	hollow,named,dead,empty,broken	large,elongated,hooked,long	used,edible	transparent,waterproof,worn,removable	known,edible,used	stainless,joyah,sealed,furnished,adjustable	a	empty,full,clean,large,sealed,filled,covered,hot,dirty	
bean	ripe,eaten,cooked,poisonous,edible	eaten,green,bitter,white,red,poisonous,edible,black,yellow	green,ripe,red,eaten,cooked	green,ripe,red,cooked,edible,black	boiling,cooked,dead,mine,ripe,dry	eaten,ripe,dead,edible,poisonous	edible,sweet,white,eaten,cultivated,poisonous	edible,sweet,white,green,hard,black	toxic,known,poisonous,named,eaten,radioactive,edible	ripe,poisonous,green,black,white,harvested,red,edible	joyah,evalle,allergic,edible	grown,born,edible	edible,thin,pretty,eaten,big,gone,covered	ripe,edible,boiled,poisonous,eaten,spicy,cooked
